showid,name,type,rating,duration,description,hook_text,genre,release_year,release_date,mood_tag,actors,creator,director,audio,subtitles,tags,similar_titles_id,production_country
81617675,The Throne,Movie,U/A 13+,1.2333,"Two sons of a powerful Pedi chief in South Africa struggle for control of their father's kingdom, forcing others in the household to take sides.",,Drama,2021,2022-8-18,Gritty,David Mello;Sipho Eric Ndlovu;Charles Maja;Candy Moloi,,Percy L. Maboane,English [Original],English,South African;Dramas;African Movies,81151771;81692872;80025678;81219804;81227195;81636968;81682804;81503868;81282561;81623503;81483371;81294417,South Africa
81609208,Homemade Love Story,TVSeries,U/A 13+,1 Season,"At a boarding house called Samgwang Villa, three families from different worlds find themselves entangled through love, heartache and long-held secrets.",,Drama,2020,2022-8-18,Heartfelt;Emotional;Romantic,Jin Ki-joo;Lee Jang-woo;Jeon In-Hwa;Jung Bo-seog;Jin Kyung;Hwang Shin-hye;Han Bo-reum;Jeon Seong-woo;Kim Sun-young;In Gyo-jin;Kim Ji-yeon;Rye Oun;Kim Si-eun,Hong Seog-gu;Yoon Kyung-ah,,,,Romantic TV Dramas;TV Dramas;Korean,81368054;81093244;81609154;81594904;81612967;81609102;81463556;80188354;81697983;81609047;81224991;81012573,South Korea
81270775,It's Her Day,Movie,U/A 13+,1.8667,"After a man promises his fiancé a dream wedding, he must keep up with her outrageous requests to have the most lavish ceremony possible.",,Comedy,2016,2022-8-18,Romantic,Bovi Ugboma;Amanda Ebeye;Shaffy Bello;Adunni Ade;Ini Dima-Okojie;'Najite Dede;Gregory Ojefua;Thelma Ezeamaka;Femi Durojaiye;Ese Lami George;Toni Tones,,Aniedi Anwah,English [Original],English,Nollywood;Romantic Comedies;Comedy Movies;Romantic Movies;African Movies,81165771;81270692;81591158;81172904;81434660;81663113;81213148;81270771;81397731;81591161;81446739;81172848,Africa
81050546,Look Both Ways,Movie,U/A 13+,1.85,"On the night of her college graduation, Natalie's life splits into parallel realities after she takes a pregnancy test. What will life and love bring?","Lili Reinhart stars in this heartfelt romantic dramedy alongside Danny Ramirez, David Corenswet, Luke Wilson and Nia Long.",Romance,2022,2022-8-17,Charming;Intimate;Heartfelt,Lili Reinhart;Danny Ramirez;David Corenswet;Aisha Dee;Andrea Savage;Luke Wilson;Nia Long,,Wanuri Kahiu,English - Audio Description;English [Original];Hindi,English,Romantic Comedies;Dramas;Comedy Movies;Romantic Movies;US Movies,81127150;81477801;81132044;81228331;81045831;81275215;81278276;81241465;81043665;81418617;80133311;81424906,United States
81397422,High Heat,TVSeries,A,1 Season,"When clues to his brother's murder lead Poncho to a fire brigade, he joins it to investigate further and finds romance, family... and a serial killer.",,Action,2022,2022-8-17,Steamy,Eduardo Capetillo;Itatí Cantoral;Esmeralda Pimentel;Iván Amozurrutia;Oka Giner;Plutarco Haza;Mauricio Hénao;Polo Morín;Antonio Sotillo;Daniel Gama;Eduardo Capetillo Gaytán,José Ignacio Valenzuela,,,,TV Dramas;Mexican;TV Action & Adventure,81167761;81494917;81166747;80211572;81436990;81498303;81261170;81437215;81084349;81317562;81069463;81036622,Mexico
81430236,Royalteen,Movie,A,1.8,A teenager struggles to keep her scandal-ridden past and a big secret from getting out when she strikes up an unlikely romance with the crown prince.,,Romance,2022,2022-8-17,Intimate;Emotional;Romantic,Ines Høysæter Asserson;Mathias Storhøi;Elli Müller Osborne;Ina Dajanna Ervik;Filip Bargee Ramberg;Amalie Sporsheim;Veslemøy Mørkrid;Petter Width Kristiansen,,Per-Olav Sørensen;Emilie Beck,English;Hindi;Norwegian - Audio Description;Norwegian [Original],English;English;Norwegian,Norwegian;Dramas;Romantic Movies;Movies Based on Books;Teen Movies;Social Issue Dramas,81516659;81226469;81058435;81332722;81404946;81074938;81211017;81504320;81248121;81388078;81050546;81648162,Norway
81052231,Light in the Dark,Movie,U/A 16+,1.7333,A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.,,Drama,2019,2022-8-17,Emotional,Rita Dominic;Joke Silva;Ngozi Nwosu;Kiki Omeili;Kalu Ikeagwu;Emmanuel Essien;Saidi Balogun,,Ekene Som Mekwunye,English,English,Nollywood;Dramas;African Movies,81730156;81623401;81270837;81735961;81172723;81270767;81520050;81324415;81478629;81435734;81478663;81682028,Africa
81227504,Unsuspicious,TVSeries,U/A 16+,1 Season,"Conned by the same playboy, three women and their families go to his mansion to get answers — and must stay for an investigation when he’s found dead.",,Comedy,2022,2022-8-17,Quirky,Paulo Tiefenthaler;Marcelo Médici;Gi Uzêda;Fernanda Paes Leme;Maíra Azevedo;Thati Lopes;Eliezer Motta;Gkay;Dhu Moraes;Raphael Logam;Rômulo Arantes Neto;Silvero Pereira;Cezar Maracujá,,,,,Sitcoms;Brazilian;TV Mysteries;TV Comedies,81443737;81036293;81044355;81175173;81278397;81387867;81008142;81382019;81639098;81139775;81446739;81160045,Brazil
81580141,Untold: The Girlfriend Who Didn't Exist,TVSeries,U/A 13+,1 Season,"From Notre Dame to the NFL, Manti Te'o's future in football showed promise until a secret online relationship sent his life and career spiraling.",,Documentary,2022,2022-8-16,Scandalous;Investigative,,,Ryan Duffy;Tony Vainuku,,,Documentaries;Sports Movies;Sports & Fitness;Biographical Documentaries;US Movies,81062828;81026443;81582384;81026438;81327515;81482895;80224905;81452996;81084829;81380539;80203144;81130130,United States
81616382,Tim Dillon: A Real Hero,Movie,A,0.8,"Tim Dillon rants about fast food, living in Texas, Disney adults and the reason no one should be called a hero.",,Comedy,2022,2022-8-16,Offbeat,Tim Dillon,,Ben Avery,English - Audio Description;English [Original],English,Stand-Up Comedy,81635847;81613448;81616392;81613412;81665820;81457341;81714181;81251389;81605926;81605955;81227177;81730508,
80214601,Deepa & Anoop,TVSeries,U,2 Seasons,"Joined by her color-changing pet elephant, a joyful little girl creates music, merriment and mischief at her Indian family's Mango Manor hotel.",,Kids,2022,2022-8-15,Feel-Good,Pavan Bharaj;Adam Nurada;Ana Sani;Veena Sood,Lisa Goldman;Munjal Shroff;Heather Kenyon,,,,Kids' TV;TV Comedies;Education for Kids;TV Cartoons,80211492;81099996;81558252;81191979;81286920;81014532;80222411;81009946;80025494;80198673;81296780;80189632,
81172841,Lagos Real Fake Life,Movie,U/A 13+,1.95,"Two mooching friends vie for the attention of wealthy, beautiful women only to discover that their lavish lifestyles are bogus.",,Comedy,2018,2022-8-15,,Odunlade Adekola;Nonso Diobi;Mike Ezuruonye;Mercy Aigbe;Ik Ogbonna;Monkals Kalu;Annie Macaulay Idibia;Emmanuella;Nosa Rex;Hadiza Gabon,,Mike Ezuruonye,English [Original],English,Nollywood;Comedy Movies;African Movies,81172726;81397729;81270838;81591163;81591162;81623400;81591164;81591158;81172848;81591156;81591155;81435736,Africa
81620052,Model,TVSeries,U/A 13+,1 Season,"Competitors from across South Africa face off before expert judges and vie for an international modeling contract and the title of ""Ultimate Model.""",,Reality TV,2020,2022-8-14,,Christia Visser;Pieter Black;Coenraad de Mol;Kholofelo Mabusela,,,,,South African;Makeover Reality TV;Competition Reality TV;Reality TV,81620610;81026300;80204364;81038987;81127121;80217627;81075536;81109061;81196469;81207686;81590663;81319212,South Africa
81049899,4th Republic,Movie,A,1.9833,"After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.",,Drama,2019,2022-8-14,Violent;Emotional,Kate Henshaw-Nuttal;Enyinna Nwigwe;Linda Ejiofor-Suleiman;Yakubu Mohammed;Bimbo Manuel;Sani Mu’azu;Emil Hirai-Garuba;Rekiya Ibrahim Atta,,Ishaya Bako,English,English,Nollywood;Dramas;Thriller Movies;Courtroom Movies;Social Issue Dramas;African Movies,81412227;81270668;81520050;81073195;81689059;81727155;81641731;81730156;81676887;81586657;81592483;81435732,Africa
81614459,A Clean Sweep,TVSeries,U/A 7+,2 Seasons,Amateur baseball players go up against legendary pros in a championship to determine the ultimate winning team.,,Reality TV,2022,2022-8-13,Inspiring;Exciting,Kim Sung-keun;Song Seung-jun;Jang Won-sam;Oh Ju-won;Yoo Hee-kwan;Rhee Dae-eun;Shin Jae-young;Jung Hyeon-su;Sun Sung-gwon;Park Yong-taik;Lee Taek-keun;Jung Eui-yoon;Kim Moon-ho;Jeong Seong-hoon;Lee Dae-ho;Jeong Keun-woo;Seo Dong-wook;Choi Su-hyeon;Hwang Yeong-muk;Won Seong-jun;Lee Hong-ku;Park Jae-wook,,,,,Korean;Competition Reality TV;Reality TV,81504944;81581005;81436209;81653386;80176842;81635888;81502033;81587446;81507383;80194704;81631016;81651185,South Korea
81270668,Living in Bondage: Breaking Free,Movie,U/A 16+,2.4833,"Mentored by an enigmatic tycoon, an ambitious young man faces a crisis when his rise in power draws him deep into the occult.","Ramsey Nouah's directorial debut serves as the sequel to the 1992 Nigerian classic ""Living in Bondage.""",Thriller,2019,2022-8-13,Chilling;Dark,Swanky JKA;Kenneth Okonkwo;Ramsey Nouah;Enyinna Nwigwe;Nancy Isime;Shawn Faqua;Munachi Abii;Zulu Adigwe,,Ramsey Nouah,English [Original],English,Nollywood;Horror Movies;Thriller Movies;African Movies,81165772;81630495;81435732;81663120;81727155;81698992;81663114;81449034;81689059;81073195;81735961;81520050,Africa
81242572,Nikamma,Movie,U/A 16+,2.45,A lazy slacker struggles to get along with his diligent sister-in-law — until they must step up and fight together against a common enemy.,,Action,2022,2022-8-13,Sentimental;Romantic,Abhimanyu Dassani;Shilpa Shetty;Shirley Setia;Abhimanyu Singh;Samir Soni;Sachin Khedekar,,Sabbir Khan,Hindi [Original],English;Hindi,Hindi-Language Movies;Bollywood Movies;Romantic Movies;Action & Adventure Movies,81057229;81436990;81387252;81242574;70303495;80177776;81144150;81727155;70241806;81721676;81157385;81634639,India
80014749,Rick and Morty,TVSeries,A,7 Seasons,"Brilliant scientist Rick takes his fretful teenage grandson, Morty, on wild misadventures in other worlds and alternate dimensions.",,Comedy,2013,2022-8-12,Absurd;Violent;Quirky,Justin Roiland;Chris Parnell;Spencer Grammer;Sarah Chalke;Ian Cardoni;Harry Belden,Dan Harmon;Justin Roiland,,,,Sitcoms;Sci-Fi TV;TV Comedies;TV Action & Adventure;US TV Shows,80995819;80191522;80095697;80174608;70300800;81095190;80987903;70241425;70171942;80028732;80117038;80117291,United States
80222822,13: The Musical,Movie,U/A 7+,1.5667,"After moving from New York to Indiana in the wake of his parents' divorce, a clever middle schooler is determined to throw the best bar mitzvah ever.","This coming-of-age musical based on the Broadway show stars Eli Golden, Debra Messing, Josh Peck and Rhea Perlman.",Kids,2022,2022-8-12,Inspiring;Feel-Good,Eli Golden;Gabriella Uhl;Debra Messing;Rhea Perlman;JD McCrary;Lindsey Blackwell;Peter Hermann;Josh Peck;Frankie McNellis;Jonathan Lengel;Ramon Reed;Nolen Dubuc;Luke Islam;Shechinah Mpumlwana;Khiyla Aynne;Willow Moss;Kayleigh Cerezo;Liam Wignall,,Tamra Davis,English - Audio Description;English [Original];Hindi,English,Family Features;Children & Family Movies;Kids Music;Comedy Movies;Musicals;US Movies,80190146;80230534;80994277;80105067;80994878;80174285;80993016;81634726;81005407;80245601;80234451;81719217,United States
81186049,Day Shift,Movie,A,1.8833,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,"Jamie Foxx fights tooth and nail in this action-fueled horror comedy co-starring Dave Franco, Meagan Good and Snoop Dogg.",Action,2022,2022-8-12,Exciting,Jamie Foxx;Dave Franco;Natasha Liu Bordizzo;Meagan Good;Karla Souza;Steve Howey;Scott Adkins;Oliver Masucci;Snoop Dogg;Eric Lange;Peter Stormare;Zion Broadnax,,JJ Perry,English - Audio Description;English [Original];Hindi;Tamil;Telugu,English,Comedy Movies;Horror Movies;Action & Adventure Movies;US Movies,80204465;80198645;80119234;81046394;81093420;80998174;80996324;80230619;81251628;81277430;81161828;70123542,United States
81349413,A Model Family,TVSeries,A,1 Season,"After unwittingly stealing money from a cartel, a cash-strapped professor finds the only way to save his broken family is by working as a drug courier.","Jung Woo (""Reply 1994"") and Park Hee-soon (""My Name"") star in this crime thriller directed by Kim Jin-woo (""Love Alarm 2"").",Thriller,2022,2022-8-12,Suspenseful,Jung Woo;Park Hee-soon;Yoon Jin-seo;Park Ji-yeon;Choi Mu-sung;Kim Seung-o;Oh Gwang-rok;Kim Shin-rock;Shin Eun-soo;Seok Min-gi;Jung Jun-won;Won Hyun-jun;Moon Jin-seung,Kim Jin-woo;Lee Jae-gon,,,,TV Dramas;Korean;Crime TV Shows;TV Thrillers,81343748;80990668;81011211;81608592;80997343;81444051;81090386;80236133;81280917;81312802;81442115;80990381,South Korea
81321674,Code Name: Emperor,Movie,A,1.75,An intelligence agent tasked with incriminating a squeaky-clean politician must decide if there are still some lines he won't cross.,"Goya Award winner Luis Tosar stars as a disillusioned spy alongside Alexandra Masangkay (""The Platform"").",Thriller,2022,2022-8-12,Adrenaline Rush;Suspenseful,Luis Tosar;Alexandra Masangkay;Georgina Amorós;Denis Gómez;Laura Domínguez;María Botto;Miguel Rellán;Santi Prego;Arón Piper;Fran Lareu,,Jorge Coira,English;Spanish (Spain) - Audio Description;Spanish (Spain) [Original],English;English;Spanish (Spain),Spanish;Dramas;Thriller Movies;Social Issue Dramas,81478537;81308434;81033361;80997602;81449034;81453541;81348771;81038589;80167647;80216611;81193794;81393386,Spain
81317308,Lara and the Beat,Movie,U/A 13+,2.3333,"When their glamorous, fast-paced lifestyle comes to a screeching halt, two sisters try to rebuild their fortunes through music and enterprise.",This drama is nominated for seven African Movie Academy Awards including Best Nigerian Film.,Drama,2018,2022-8-12,Understated;Bittersweet;Intimate,Seyi Shay;Somkele Iyamah;Vector;Chioma Chukwuka Akpotha;Uche Jombo;Sharon Ooja;Shaffy Bello;Saidi Balogun;Kemi Lala Akindoju;Ademola Adedoyin,,Tosin Coker,English [Original],English,Music;Nollywood;Dramas;African Movies,80082739;81478629;81191666;81172723;81270837;81641730;81172902;81672780;81449034;81052231;81730156;81392180,Africa
